0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100
0	2.39294560531374	2.44998860917203	2.50781644907114	2.54105070905731	2.62024065740212	2.64308467690118	2.58378713050847	2.53595966527372	2.60658525846735	2.65293445774923	2.64929046830028	2.58964505590411	2.63180836137598	2.67514178181185	2.63416836175922	2.6353287256197	2.63440368624043	2.65643551676511	2.72442423437543	2.6499130294076
0	2.54847258083289	2.5389553560484	2.38394861759607	2.4916000707043	2.55837830894025	2.60646199964893	2.58162326097546	2.6889374249918	2.60065502230925	2.61383084451829	2.68667898952334	2.71195760671745	2.57889115050994	2.65596931345634	2.70120066433633	2.61018202945079	2.63403775487422	2.66331697315282	2.68554080695091	2.70754647944834
0	2.44411525026332	2.65964741890767	2.5055972815144	2.59760204535297	2.58749314947013	2.59218828971811	2.72023288384845	2.62496149914213	2.58043246810238	2.61179059714901	2.65238359254747	2.64030309646932	2.58217414120633	2.67109682769842	2.63290303888394	2.68667136614347	2.72330309211076	2.66583138818448	2.61211220137851	2.66680861975857
0	2.41796871902038	2.5676490320793	2.30931740340344	2.60904364308855	2.62734191935235	2.5827733576803	2.52679275114538	2.57096022710881	2.62346022308887	2.62349011599067	2.68971572054557	2.6617532373246	2.69820589621517	2.62300879972903	2.68621585363098	2.63508317505665	2.64943455620815	2.68311393848302	2.67590183464356	2.64623699666028
0	2.48561020110016	2.50052573794573	2.56078989957982	2.59279572586401	2.57364757387936	2.66112303229496	2.62843557281388	2.64906854832284	2.56337912953396	2.69302490405512	2.66425065641362	2.69815680290979	2.65820042043979	2.66461658784146	2.61633104223787	2.60842459522894	2.64495378566692	2.62312554041692	2.60408781032217	2.6731540525168
0	2.64376604861783	2.55576653745177	2.58373129250044	2.68356098271393	2.61824663968571	2.61653042043314	2.64000797577071	2.61042722307091	2.57498509865922	2.53069291132603	2.70214834944733	2.65840797924213	2.60924516490314	2.67534537715509	2.68428208760965	2.65984560851388	2.68030949907751	2.68763605650918	2.69330864007306	2.66545136126988
0	2.43289401877219	2.51694360446669	2.64036244506851	2.60946203000813	2.61620167922215	2.57523338960603	2.61830746858041	2.58703836592983	2.61444000681161	2.68743517823831	2.54190172382326	2.62511322147347	2.64694701999102	2.67153540071219	2.74983709908152	2.66482017611312	2.69442769381718	2.70265809888416	2.71538335346035	2.68675235207593
0	2.49932134646434	2.62559546372615	2.56739540465411	2.6097311874146	2.54732888789458	2.46115005152342	2.6445338569923	2.67736720578397	2.5855461604359	2.59325707284349	2.73644502163173	2.64006729587651	2.72237794536995	2.7096550445624	2.66606940928238	2.67113472158757	2.70232274640517	2.69336525460369	2.67109434561251	2.688119575761
0	2.05948955073595	2.54369143787462	2.60734593985541	2.55232340256987	2.60910947460994	2.6409157629823	2.62489451534174	2.617339224145	2.63902675359945	2.69697243172709	2.71111034275628	2.65281706911951	2.63062502517245	2.68260526345018	2.6610704932759	2.68684002008257	2.65785878302033	2.67010620582714	2.69895792341411	2.64844214681234
0	2.45398509619154	2.26602877175457	2.58107113886715	2.55888991743677	2.63449535261968	2.56477385379704	2.58040618515755	2.68511001529595	2.67591254934399	2.52923394786305	2.63732396796001	2.64679331366562	2.6888225627688	2.73065735274982	2.70138518565708	2.63381899351706	2.64606182779695	2.70499063631211	2.67110632323048	2.64828382500351
