0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100
0	0.634935186014089	0.933184675226416	1.01926603185319	1.31404003872052	1.39622830241641	1.49026762758733	1.77126089842872	1.81155964437755	1.63142753952959	1.95431930111011	2.05593276559021	2.03578327758008	2.09168917859671	2.31894420693166	2.34362059227294	2.37906333555574	2.40034854508448	2.37789477025991	2.40483090309369	2.40540321477552
0	0.470816443030725	0.664962920201499	1.3558089188009	1.07538068754521	1.46485878115713	1.76882332604606	1.431284607526	1.56951038529574	1.77880280396707	2.00858062470896	2.15891888415536	2.12071816965914	2.13467057392058	2.18779802352632	2.2711632899391	2.32780494994837	2.34785682563898	2.36942846099136	2.3994041703526	2.44124287286856
0	0.593323455364819	1.33456931959767	1.33050521226611	1.14185123235677	1.60547759213582	1.28422067191072	1.71847892443255	1.83261299029833	1.73645076741527	1.65066943442045	2.00232464668248	2.07608036030285	2.03997287841996	2.29287716064085	2.35961670383816	2.42871516913046	2.22695950338303	2.36519484590422	2.4203690638748	2.43046605976207
0	1.18663722554048	1.24472968533442	0.6445618376263	1.31307721770643	1.69086301446409	1.53321276321261	1.55561897796521	1.77886930516672	1.45636851793752	1.74035420495947	2.10005168927199	2.00657409428771	2.31711661155073	2.18128078803101	2.2901917161554	2.35885818764741	2.33667881935694	2.47727078855842	2.43174581951125	2.41750853547762
0	0.930835912977795	0.614655505528111	1.06422604400045	1.43134064877274	1.4697732900775	1.54599020426948	1.73906317418024	1.76951292716935	1.76318767807667	1.72203393158134	1.85308747229787	2.29450448532455	2.08359426664161	2.18950570597662	2.26222932599364	2.31620434721831	2.44424211501978	2.38625131784599	2.37451487793849	2.43025545221006
0	0.893958084452609	1.10004276926056	1.10004897441748	1.10668971106601	1.36317310137488	1.995039099833	1.60501611911083	1.85119284536789	1.94483046800581	1.86029532104237	1.67259696547595	2.20850221180629	2.06017604216008	2.31653042492997	2.38441893680648	2.40522443558079	2.3385600758078	2.38594261432106	2.41119391231857	2.38431666815334
0	0.358431954252357	0.694066955203672	0.798677203394481	1.28373075802971	1.39127770677689	1.36953984022251	1.63894948376334	1.78823649434326	1.9944294034046	1.5704529374312	1.9039348916928	2.23975222796241	2.28066192086192	2.15913402343428	2.40057690897756	2.24019994753505	2.28782454634048	2.35082808815519	2.36450921070724	2.46067701803579
0	0.686802462869027	0.853443810630438	1.16634241023428	1.38214428517538	1.57275393321695	1.44946341231803	1.55028079405409	1.62099309470224	1.68255301598175	2.00756790409768	2.00339461692997	2.32859346417869	2.39945644167097	2.29916940742308	2.13553303744977	2.3495557894197	2.41287663361548	2.2770281189104	2.43463793960865	2.42436912804622
0	0.49482273790183	1.00398476478693	1.23949136715527	1.31599199947081	1.61639998177547	1.62253974001276	1.56942508841114	1.55295050256029	1.85674323083098	2.1202688039472	2.0801322213806	2.11245105822148	2.14723878692653	2.3490377391279	2.2888915068626	2.28115464709295	2.4623505012593	2.43001196816873	2.41139823274571	2.42327627046759
0	0.596660607623294	1.00500445673254	1.29112879929103	1.15944709702689	1.29137229957882	1.62791793307618	1.40482890365768	1.60614231210666	1.59786683665971	1.8330738092123	2.07906803646055	1.86116582188841	2.20897590104794	2.30425704837997	2.25598464214804	2.31796884493069	2.46938935533661	2.27350465168083	2.46808702758896	2.44825633037188
